Sam Rockwell	The Sitter
Rashida Jones	The Big Year
Owen Wilson	The Big Year
Tim Blake Nelson	The Big Year
Robert De Niro	New Year's Eve
Jessica Biel	New Year's Eve
Olivia Thirlby	The Darkest Hour
Christopher Lloyd	Piranha 3DD
David Koechner	Piranha 3DD
Ving Rhames	Piranha 3DD
Rus Blackwell	Cassadaga
Mike Vogel	Caffeine
Tony Todd	Checking Out
Fred Willard	Church Ball
Clint Howard	Church Ball
Lacey Chabert	Choose Your Own Adventure The Abominable Snowman
William H. Macy	Choose Your Own Adventure The Abominable Snowman
Bobby Cannavale	The Merry Gentleman
Lin Shaye	Killer Pad
Will Smith	Seven Pounds
Rosario Dawson	Seven Pounds
Woody Harrelson	Seven Pounds
Sam Rockwell	The F Word
Steven Bauer	Planet Raptor
James Duval	Kaboom
Juno Temple	Kaboom
Robin Williams	The Final Cut
Bradley Cooper	The Place Beyond the Pines
Ray Liotta	The Place Beyond the Pines
Tom Cruise	Jack Reacher
Richard Jenkins	Jack Reacher
Robert Duvall	Jack Reacher
Nicole Kidman	Stoker
Dermot Mulroney	Stoker
Maria Bello	Nobody's Perfect
Jeffrey Tambor	Nobody's Perfect
Tom Wilkinson	RocknRolla
Idris Elba	RocknRolla
Mark Strong	RocknRolla
Val Kilmer	The Chaos Experiment
Eric Roberts	The Chaos Experiment
Vinnie Jones	The Bleeding
Michael Madsen	The Bleeding
Ving Rhames	Operation: Endgame
Rob Corddry	Operation: Endgame
Jeffrey Tambor	Operation: Endgame
Zach Galifianakis	Operation: Endgame
Adam Scott	Operation: Endgame
Samuel L. Jackson	Afro Samurai: Resurrection
Jeff Bennett	Afro Samurai: Resurrection
Samuel L. Jackson	Afro Samurai: Resurrection
Jeffrey Tambor	Branded
Clint Eastwood	Trouble with the Curve
Amy Adams	Trouble with the Curve
John Goodman	Trouble with the Curve
Robert Patrick	Trouble with the Curve
Rus Blackwell	Trouble with the Curve
Bob Gunton	Trouble with the Curve
Bruce Davison	Touched
Parker Posey	Adam &amp; Steve
Steve Carell	Dan in Real Life
Emily Blunt	Dan in Real Life
Tom Kenny	Here Comes Peter Cottontail: The Movie
Molly Shannon	Here Comes Peter Cottontail: The Movie
Christopher Lloyd	Here Comes Peter Cottontail: The Movie
David Koechner	Here Comes Peter Cottontail: The Movie
Jeff Bennett	Kangaroo Jack: G'Day U.S.A.!
Carlos Alazraqui	Kangaroo Jack: G'Day U.S.A.!
Emily Blunt	The Devil Wears Prada
Stanley Tucci	The Devil Wears Prada
Ron Perlman	The Last Winter
Kevin Corrigan	The Last Winter
John Cusack	1408
Samuel L. Jackson	1408
Billy Burke	Angels in Stardust
Christoph Waltz	The Three Musketeers
Juno Temple	The Three Musketeers
Rachel McAdams	A Most Wanted Man
Philip Seymour Hoffman	A Most Wanted Man
Robin Wright	A Most Wanted Man
Willem Dafoe	A Most Wanted Man
James Franco	Eames: The Architect and the Painter
Julianne Moore	The Naked Brothers Band: The Movie
Kevin Bacon	Death Sentence
John Goodman	Death Sentence
Anna Kendrick	Rocket Science
Margo Martindale	Rocket Science
Denis O'Hare	Rocket Science
Jonah Hill	Rocket Science
Eric Roberts	Break a Leg
Kevin Corrigan	Break a Leg
Tony Todd	IMurders
John Savage	The Attic
Eric Roberts	Final Approach
George Clooney	Tim Janis' Coastal America
Justin Long	The Sasquatch Gang
Stephen Tobolowsky	The Sasquatch Gang
J.D. Evermore	Faith of My Fathers
Joe Chrest	Who Do You Love?
J.D. Evermore	Who Do You Love?
George Clooney	The American
John Carroll Lynch	Sympathy for Delicious
Bruce Willis	RED
Morgan Freeman	RED
Helen Mirren	RED
John Malkovich	RED
Brian Cox	RED
James Remar	RED
William H. Macy	The Deal
Cedric the Entertainer	Welcome Home, Roscoe Jenkins
Helen Mirren	State of Play
Russell Crowe	State of Play
Robin Wright	State of Play
Jason Bateman	State of Play
Rachel McAdams	State of Play
Viola Davis	State of Play
Woody Harrelson	The Grand
Mike Epps	The Grand
David Cross	The Grand
Chris Parnell	The Grand
Richard Kind	The Grand
Judy Greer	The Grand
Matt Damon	Green Zone
Ron Perlman	Tangled
M. C. Gainey	Tangled
Jeffrey Tambor	Tangled
Robert Downey Jr.	The Avengers
Willem Dafoe	John Carter
Mark Strong	John Carter
John Malkovich	Secretariat
Margo Martindale	Secretariat
James Cromwell	Secretariat
Zach Galifianakis	Due Date
Michelle Monaghan	Due Date
Robert Downey Jr.	Due Date
Jamie Foxx	Due Date
Danny McBride	Due Date
Dwayne Johnson	Faster
Carla Gugino	Faster
Mike Epps	Faster
Jeffrey Dean Morgan	Red Dawn
Emily Blunt	Gulliver's Travels
Ian McKellen	The Hobbit: The Desolation of Smaug
Ben Foster	Birds of America
Christopher Walken	Five Dollars a Day
Dean Cain	Five Dollars a Day
William H. Macy	Bart Got a Room
Michael Madsen	Terror Trap
Heath Ledger	Brokeback Mountain
Seth Rogen	Knocked Up
Paul Rudd	Knocked Up
Jonah Hill	Knocked Up
Martin Starr	Knocked Up
Will Ferrell	Talladega Nights: The Ballad of Ricky Bobby
John C. Reilly	Talladega Nights: The Ballad of Ricky Bobby
Amy Adams	Talladega Nights: The Ballad of Ricky Bobby
Jane Lynch	Talladega Nights: The Ballad of Ricky Bobby
Michael Clarke Duncan	Talladega Nights: The Ballad of Ricky Bobby
David Koechner	Talladega Nights: The Ballad of Ricky Bobby
Molly Shannon	Talladega Nights: The Ballad of Ricky Bobby
Rob Riggle	Talladega Nights: The Ballad of Ricky Bobby
Tom Hanks	The Da Vinci Code
Ian McKellen	The Da Vinci Code
Alfred Molina	The Da Vinci Code
Hugh Jackman	The Prestige
Christian Bale	The Prestige
Michael Caine	The Prestige
Scarlett Johansson	The Prestige
Jeremy Sisto	Waitress
Aasif Mandvi	Music and Lyrics
Jonah Hill	Superbad
Bill Hader	Superbad
Seth Rogen	Superbad
Anna Kendrick	Elsewhere
Steve Coogan	The Look of Love
Michael Madsen	Machine
James Russo	Machine
Neal McDonough	Machine
David Carradine	Miracle at Sage Creek
Rance Howard	Miracle at Sage Creek
J.K. Simmons	3: The Dale Earnhardt Story
Beau Bridges	10.5
Michael Clarke Duncan	Air Buddies
Molly Shannon	Air Buddies
Wallace Shawn	Air Buddies
Aidan Quinn	The Stand Up
Chris Evans	Cellular
Jason Statham	Cellular
William H. Macy	Cellular
Jessica Biel	Cellular
Robert De Niro	Godsend
Dustin Hoffman	I Heart Huckabees
Naomi Watts	I Heart Huckabees
Richard Jenkins	I Heart Huckabees
Bob Gunton	I Heart Huckabees
Jonah Hill	I Heart Huckabees
Paul Rudd	P.S.
Marcia Gay Harden	P.S.
Snoop Dogg	The Tenants
Seymour Cassel	The Tenants
Julianne Moore	The Forgotten
Will Smith	Men in Black 3
Tommy Lee Jones	Men in Black 3
Josh Brolin	Men in Black 3
Rip Torn	Men in Black 3
Emma Thompson	Men in Black 3
Bill Hader	Men in Black 3
Will Arnett	Men in Black 3
Rosemarie DeWitt	A Little Bit of Heaven
Kathy Bates	A Little Bit of Heaven
Lucy Punch	A Little Bit of Heaven
Bill Moseley	2001 Maniacs: Beverly Hellbillys
Lin Shaye	2001 Maniacs: Beverly Hellbillys
Christa Campbell	2001 Maniacs: Beverly Hellbillys
John Savage	Boiler Maker
Sigourney Weaver	Prayers for Bobby
Tom Arnold	This Is Not a Test
Rhoda Griffis	The Wronged Man
Rus Blackwell	The Wronged Man
Lance E. Nichols	The Wronged Man
Allison Janney	Happy Birthday Oscar Wilde
Michael Sheen	Happy Birthday Oscar Wilde
James Cromwell	Happy Birthday Oscar Wilde
Rachel McAdams	The Lucky Ones
Tim Robbins	The Lucky Ones
Tim Robbins	The Lucky Ones
John Heard	The Lucky Ones
Stephen Tobolowsky	Living 'til the End
Rhoda Griffis	No Witness
Al Pacino	Wilde Salome
Jessica Chastain	Wilde Salome
Marcia Gay Harden	In from the Night
John Leguizamo	Scrat's Continental Crack-Up: Part 2
Rob Corddry	Taking Chances
Missi Pyle	Taking Chances
Justin Long	Taking Chances
David Jensen	Taking Chances
Patrick Warburton	The Roast of Mario
Patrick Warburton	Sophomore
Patrick Warburton	Star Tours: The Adventures Continue
Patrick Warburton	Star Tours: The Adventures Continue
Allison Janney	Star Tours: The Adventures Continue
Arielle Kebbel	No Heroics
Dakota Fanning	Lilo &amp; Stitch 2: Stitch Has a Glitch
Ving Rhames	Lilo &amp; Stitch 2: Stitch Has a Glitch
Jenna Fischer	LolliLove
Judy Greer	LolliLove
Jessica Biel	London
Chris Evans	London
Jason Statham	London
Clifton Powell	R&amp;B Chick
Arielle Kebbel	Outlaw Trail: The Treasure of Butch Cassidy
Bruce McGill	Outlaw Trail: The Treasure of Butch Cassidy
Zach Galifianakis	The Hangover: Part II
Ed Helms	The Hangover: Part II
Bradley Cooper	The Hangover: Part II
Ken Jeong	The Hangover: Part II
Jeffrey Tambor	The Hangover: Part II
Paul Giamatti	The Hangover: Part II
Jesse Eisenberg	Holy Rollers
Tara Reid	Silent Partner
Jamie Foxx	Jamie Foxx Presents: America's Funniest Comics: Vol. 1
Toby Jones	Harry Potter and the Deathly Hallows - Part I
Ralph Fiennes	Harry Potter and the Deathly Hallows - Part I
Liam Neeson	Chloe
Amanda Seyfried	Chloe
Julianne Moore	Chloe
Vinnie Jones	Smokin' Aces 2: Assasins' Ball
Ben Stiller	Greenberg
Juno Temple	Greenberg
Chris Messina	Greenberg
Olivia Thirlby	Breaking Upwards
James Franco	Eat Pray Love
Javier Bardem	Eat Pray Love
Billy Crudup	Eat Pray Love
Richard Jenkins	Eat Pray Love
Viola Davis	Eat Pray Love
Dee Wallace	The Lost
Richard Riehle	The Lost
Tom Kenny	Elf Bowling: The Movie
Fred Willard	The Nutcracker and the Mouseking
James Remar	The FP
Joaquin Phoenix	Reservation Road
Mary Steenburgen	Elvis and Anabelle
Jason Mewes	An Evening with Kevin Smith 2: Evening Harder
Kristen Stewart	New Moon
Kellan Lutz	New Moon
Billy Burke	New Moon
Michael Sheen	New Moon
Jackson Rathbone	New Moon
Anna Kendrick	New Moon
Dakota Fanning	New Moon
Cam Gigandet	New Moon
Nicole Kidman	Rabbit Hole
Giancarlo Esposito	Rabbit Hole
Adam Scott	Leap Year
Amy Adams	Leap Year
Owen Wilson	Hall Pass
Jenna Fischer	Hall Pass
Richard Jenkins	Hall Pass
Christa Campbell	Hall Pass
Kris Kristofferson	Be Here to Love Me
Clint Howard	A Plumm Summer
Richard Riehle	A Plumm Summer
John Malkovich	Changeling
Dennis Quaid	Beneath the Darkness
Christopher McDonald	Black Widow
Tom Arnold	Beethoven's Christmas Adventure
Robert Patrick	Starz Inside: Unforgettably Evil
James Cromwell	Starz Inside: Unforgettably Evil
David Carradine	Starz Inside: Unforgettably Evil
Eric Roberts	Starz Inside: Unforgettably Evil
Lauren Ambrose	Think of Me
Brett Rice	Van Wilder: Freshman Year
Liam Neeson	Five Minutes of Heaven
Ron Jeremy	One-Eyed Monster
Bruce Willis	Setup
50 Cent	Setup
James Remar	Setup
James Russo	The One Warrior
Gina Gershon	Twisted
Gina Gershon	Sarah Palin Media Addict
Tom Arnold	The Jerk Theory
Fred Armisen	Your Pretty Face Is Going to Hell
Chris Mulkey	Finding Hope
Richard Riehle	Finding Hope
Tony Todd	Falling Away
Jennifer Coolidge	Austenland
Vivica A. Fox	Street
Justin Long	Estranged
Jackson Rathbone	DaZe
Parker Posey	Fay Grim
F. Murray Abraham	A Little Game
Allison Janney	Bad Words
Jason Bateman	Bad Words
Kathryn Hahn	Bad Words
Beth Grant	Bad Words
Philip Baker Hall	Bad Words
Chris Evans	Sunshine
Mark Strong	Sunshine
Frank Welker	Garfield's Fun Fest
Frank Welker	Garfield's Fun Fest
Frank Welker	Garfield's Fun Fest
Frank Welker	Garfield's Fun Fest
Frank Welker	Garfield's Fun Fest
Val Kilmer	Hardwired
Michael Ironside	Hardwired
Melissa Leo	Confess
William Sadler	Confess
Frank Welker	Futurama: Bender's Game
Johnny Depp	The Rum Diary
Richard Jenkins	The Rum Diary
Lance Henriksen	The Lost Tribe
Ken Jeong	Vampires Suck
Arielle Kebbel	Vampires Suck
Alfred Molina	Courtroom K
Clifton Powell	Love for Sale
Ben Foster	Kill Your Darlings
David Cross	Kill Your Darlings
Ian McKellen	Asylum
Idris Elba	Sometimes in April
Alfred Molina	An Education
Emma Thompson	An Education
William H. Macy	The Sessions
Helen Mirren	Phil Spector
Al Pacino	Phil Spector
Jeffrey Tambor	Phil Spector
Glenn Morshower	Desdemona: A Love Story
Dean Cain	The Way Home
Brett Rice	The Way Home
Lance E. Nichols	Mirrors 2
Joseph Gordon-Levitt	Premium Rush
Michael Shannon	Premium Rush
Aasif Mandvi	Premium Rush
Emily Blunt	Looper
Joseph Gordon-Levitt	Looper
Bruce Willis	Looper
Paul Dano	Looper
Noah Segan	Looper
David Jensen	Looper
Jeff Chase	Looper
Ritchie Montgomery	Looper
Marcia Gay Harden	Felicity: An American Girl Adventure
John Goodman	Clifford's Really Big Movie
Margo Martindale	The Best Thief in the World
Heath Ledger	Casanova
Jeremy Irons	Casanova
Oliver Platt	Casanova
Fred Willard	Date Movie
Jennifer Coolidge	Date Movie
Carmen Electra	Date Movie
John Cusack	The Ice Harvest
Oliver Platt	The Ice Harvest
Clifton Powell	Woman Thou Art Loosed
Owen Wilson	You, Me and Dupree
Michael Douglas	You, Me and Dupree
Seth Rogen	You, Me and Dupree
Bill Hader	You, Me and Dupree
Dennis Quaid	Yours, Mine and Ours
David Koechner	Yours, Mine and Ours
Vera Farmiga	Quid Pro Quo
Omari Hardwick	The Guardian
Neal McDonough	The Guardian
Michael Rooker	Super
Kevin Bacon	Super
Edrick Browne	Super
Jackson Rathbone	Girlfriend
Tom Sizemore	Night of the Living Dead: Origins 3D
Tony Todd	Night of the Living Dead: Origins 3D
Bill Moseley	Night of the Living Dead: Origins 3D
Olivia Wilde	Deadfall
Kris Kristofferson	Deadfall
Malcolm McDowell	No Rest for the Wicked: A Basil &amp; Moebius Adventure
Russell Crowe	Broken City
Jeffrey Wright	Broken City
Philip Baker Hall	Bending the Rules
Keith David	Hillbilly Highway
Keith David	Tall Justice
Keith David	Christmas in Compton
Keith David	No Saints for Sinners
Keith David	Smiley
Keith David	Hopelessly in June
Christopher Lloyd	The Macabre World of Lavender Williams
Jeff Bennett	Tinker Bell and the Great Fairy Rescue
Michael Sheen	Tinker Bell and the Great Fairy Rescue
Jeff Bennett	Tinker Bell and the Great Fairy Rescue
Marcia Gay Harden	Someday This Pain Will Be Useful to You
Michael Rooker	Hypothermia
C. Thomas Howell	Crimson Force
Jeff Bennett	The Batman vs. Dracula
Tom Kenny	The Batman vs. Dracula
Jeff Bennett	The Batman vs. Dracula
Clifton Powell	Young Cesar
Clifton Powell	Who Made the Potatoe Salad?
Dee Wallace	Sam Steele and the Crystal Chalice
Jeff Chase	Sam Steele and the Crystal Chalice
Ray Wise	FDR: American Badass!
Lin Shaye	FDR: American Badass!
Bruce McGill	FDR: American Badass!
Richard Riehle	FDR: American Badass!
Danny Trejo	Poolboy: Drowning Out the Fury
Jason Mewes	Poolboy: Drowning Out the Fury
Tom Sizemore	513
Michael Madsen	513
Tom Sizemore	21 and a Wake-Up
Lance E. Nichols	Terrebonne
William Sadler	Future Weather
Christian Slater	El Gringo
Dean Cain	Arctic Predator
Stephen Dorff	Brake
Peter O'Toole	Eager to Die
Rus Blackwell	Universal Soldier: Day of Reckoning
David Jensen	Universal Soldier: Day of Reckoning
M. C. Gainey	Unearthed
Steven Bauer	From Mexico with Love
Bruce McGill	From Mexico with Love
Queen Latifah	Just Wright
Allison Janney	The Oranges
Oliver Platt	The Oranges
Brad Dourif	Lock and Roll Forever
Michael Rooker	Louis
Anthony Mackie	Louis
Rus Blackwell	Never Back Down 2: The Beatdown
J.D. Evermore	Never Back Down 2: The Beatdown
Lance E. Nichols	Never Back Down 2: The Beatdown
Tracy Morgan	Tracy Morgan: Black and Blue
Michael Madsen	I'm in Love with a Church Girl
Jeffrey Tambor	Lucky
Bruce Willis	Lay the Favorite
Vince Vaughn	Lay the Favorite
Ritchie Montgomery	Lay the Favorite
John Carroll Lynch	Lay the Favorite
Michael Clarke Duncan	From the Rough
Taraji P. Henson	From the Rough
Kevin Hart	The Precious One
Missi Pyle	Milf Money
Missi Pyle	Joey Stefano
Christopher McDonald	Not Fade Away
Ving Rhames	Back in the Day
Giancarlo Esposito	Back in the Day
Kevin Bacon	Taking Chance
Javier Bardem	The Dark Tower
Richard Kind	Fancypants
Justin Long	He's Just Not That Into You
Bradley Cooper	He's Just Not That Into You
Scarlett Johansson	He's Just Not That Into You
Jennifer Aniston	He's Just Not That Into You
Kris Kristofferson	He's Just Not That Into You
Jeffrey Tambor	The ChubbChubbs Save Xmas
Maria Bello	Towelhead
Olivia Thirlby	New York, I Love You
Robin Wright	New York, I Love You
Bradley Cooper	New York, I Love You
Cloris Leachman	New York, I Love You
James Caan	New York, I Love You
Dustin Hoffman	The Tale of Despereaux
Christopher Lloyd	The Tale of Despereaux
Kevin Kline	The Tale of Despereaux
Frances Conroy	The Tale of Despereaux
Tony Hale	The Tale of Despereaux
Stanley Tucci	The Tale of Despereaux
William H. Macy	The Tale of Despereaux
Ciar?n Hinds	The Tale of Despereaux
Richard Jenkins	The Tale of Despereaux
Sigourney Weaver	The Tale of Despereaux
Michael Shannon	Herbert White
Julianne Moore	The Kids Are All Right
Jenna Fischer	Employee of the Month
Noel Gugliemi	Employee of the Month
Rip Torn	Eulogy
Rance Howard	Eulogy
Robin Williams	Everyone's Hero
Ed Helms	Everyone's Hero
Richard Kind	Everyone's Hero
William H. Macy	Everyone's Hero
Forest Whitaker	Everyone's Hero
Mark Boone Junior	Frankenfish
Joaquin Phoenix	Earthlings
Martin Sheen	Bhopal: A Prayer for Rain
Brad Pitt	MegaMind
Will Ferrell	MegaMind
Jonah Hill	MegaMind
Jonah Hill	MegaMind
David Cross	MegaMind
Ben Stiller	MegaMind
J.K. Simmons	MegaMind
Tom Sizemore	Stiletto
Michael Biehn	Stiletto
James Russo	Stiletto
Adam Scott	Friends with Kids
Kristen Wiig	Friends with Kids
Olivia Wilde	In Time
Amanda Seyfried	In Time
Ray Wise	Rosewood Lane
Lin Shaye	Rosewood Lane
Rance Howard	Rosewood Lane
Forest Whitaker	Freelancers
Robert De Niro	Freelancers
50 Cent	Freelancers
Vinnie Jones	Freelancers
Jeff Chase	Freelancers
Michael Clarke Duncan	Dinotopia: Quest for the Ruby Sunstone
Malcolm McDowell	Dinotopia: Quest for the Ruby Sunstone
Billy Burke	Feast of Love
Morgan Freeman	Feast of Love
Missi Pyle	Feast of Love
Margo Martindale	Feast of Love
Malcolm McDowell	The List
Robin Wright	The Conspirator
Tom Wilkinson	The Conspirator
Kevin Kline	The Conspirator
Justin Long	The Conspirator
Danny Huston	The Conspirator
Stephen Root	The Conspirator
Paul Dano	Light and the Sufferer
Louis Mandylor	Saturday Morning
Richard Tyson	Stripper Academy
Vincent Pastore	Pizza with Bullets
Adam Scott	When the Nines Roll Over
Christopher Lloyd	Cadaver
Kathy Bates	Cadaver
Ron Jeremy	Slaughter Party
Kathy Bates	Bee Movie
Patrick Warburton	Bee Movie
John Goodman	Bee Movie
Ray Liotta	Bee Movie
Rip Torn	Bee Movie
Christopher Walken	Click
Sean Astin	Click
Jennifer Coolidge	Click
Jonah Hill	Click
Michael Shannon	Dead Birds
Mark Boone Junior	Dead Birds
Samuel L. Jackson	Snakes on a Plane
Bobby Cannavale	Snakes on a Plane
David Koechner	Snakes on a Plane
Lin Shaye	Snakes on a Plane
Ben Foster	The Punisher
Mary Steenburgen	Nobel Son
Melissa Leo	Runaway
Jessica Alba	Fantastic Four: Rise of the Silver Surfer
Chris Evans	Fantastic Four: Rise of the Silver Surfer
Liam Neeson	Kingdom of Heaven
Jeremy Irons	Kingdom of Heaven
Edward Norton	Kingdom of Heaven
Michael Sheen	Kingdom of Heaven
Jon Voight	Pride and Glory
Colin Farrell	Pride and Glory
Edward Norton	Pride and Glory
Al Pacino	Ocean's Thirteen
George Clooney	Ocean's Thirteen
Brad Pitt	Ocean's Thirteen
Matt Damon	Ocean's Thirteen
Don Cheadle	Ocean's Thirteen
Tom Hanks	Charlie Wilson's War
Amy Adams	Charlie Wilson's War
Philip Seymour Hoffman	Charlie Wilson's War
Emily Blunt	Charlie Wilson's War
Denis O'Hare	Charlie Wilson's War
Bruce Willis	Grand Champion
Rosemarie DeWitt	How I Got Lost
Johnny Depp	Pirates of the Caribbean: At World's End
Geoffrey Rush	Pirates of the Caribbean: At World's End
Will Smith	Shark Tale
Robert De Niro	Shark Tale
Vincent Pastore	Shark Tale
Dermot Mulroney	Undertow
Josh Lucas	Undertow
Kristen Stewart	Undertow
Michael Shannon	The Broken Tower
James Franco	The Broken Tower
Glenn Morshower	Backwards
Chazz Palminteri	The Stone Pony
Mark Boone Junior	Fully Loaded
David Koechner	Fully Loaded
Will Ferrell	Good Cop, Baby Cop
Kathy Bates	Little Black Book
Rashida Jones	Little Black Book
Stephen Tobolowsky	Little Black Book
Josh Lucas	Life as We Know It
Rob Huebel	Life as We Know It
Joel David Moore	Beyond a Reasonable Doubt
David Jensen	Beyond a Reasonable Doubt
Michael Douglas	Beyond a Reasonable Doubt
Olivia Wilde	Butter
Hugh Jackman	Butter
Rob Corddry	Butter
Joe Chrest	Butter
Josh Lucas	A Year in Mooring
James Cromwell	A Year in Mooring
Ben Kingsley	A Sound of Thunder
Dennis Quaid	Flight of the Phoenix
Tony Curran	Flight of the Phoenix
Michael Douglas	The Sentinel
James Russo	Target
Morgan Freeman	A Raisin in the Sun
Brian Cox	The Key Man
Judy Greer	The Key Man
Mark Strong	The Eagle
Channing Tatum	The Eagle
Denis O'Hare	The Eagle
Sean Astin	Love &amp; Debate
Kevin Durand	The Echo
Kevin Corrigan	Feel
Anthony Hopkins	Bobby
Lindsay Lohan	Bobby
William H. Macy	Bobby
Martin Sheen	Bobby
Heather Graham	Bobby
Christian Slater	Bobby
Susan Sarandon	Shall We Dance?
Stanley Tucci	Shall We Dance?
Richard Jenkins	Shall We Dance?
Bobby Cannavale	Shall We Dance?
Paul Giamatti	Pretty Bird
Denis O'Hare	Pretty Bird
Billy Crudup	Pretty Bird
Kristen Wiig	Pretty Bird
Aasif Mandvi	Pretty Bird
Keith David	Don McKay
